"","UNQ_ID","CI","CYAN_Date","CI_Actual","CellCount"
"107","SLR_02",0,2016-05-22,6.30957344480193e-05,6309.57344480193
"108","SLR_01",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"109","SLR_10",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"110","SLR_09",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"111","SLR_08",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"112","SLR_07",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"113","SLR_06",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"114","SLR_05",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"115","SLR_04",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"116","SLR_03",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"117","SLR_02",0,2016-05-23,6.30957344480193e-05,6309.57344480193
"118","SLR_01",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"119","SLR_10",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"120","SLR_09",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"121","SLR_08",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"122","SLR_07",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"123","SLR_06",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"124","SLR_05",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"125","SLR_04",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"126","SLR_03",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"127","SLR_02",0,2016-05-26,6.30957344480193e-05,6309.57344480193
"128","SLR_01",76,2016-05-27,0.000515228644581756,51522.8644581756
"129","SLR_10",0,2016-05-27,6.30957344480193e-05,6309.57344480193
"130","SLR_09",6,2016-05-27,7.44731973905989e-05,7447.31973905989
"131","SLR_08",0,2016-05-27,6.30957344480193e-05,6309.57344480193
"132","SLR_07",39,2016-05-27,0.000185353162341481,18535.3162341481
"133","SLR_06",82,2016-05-27,0.000608135001278718,60813.5001278718
"134","SLR_05",0,2016-05-27,6.30957344480193e-05,6309.57344480193
"135","SLR_04",11,2016-05-27,8.55066712884682e-05,8550.66712884682
"136","SLR_03",60,2016-05-27,0.000331131121482591,33113.1121482591
"137","SLR_02",79,2016-05-27,0.00055975760149511,55975.760149511
"138","SLR_01",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"139","SLR_10",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"140","SLR_09",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"141","SLR_08",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"142","SLR_07",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"143","SLR_06",0,2016-05-30,6.30957344480193e-05,6309.57344480193
"144","SLR_05",0,2016-05-30,6.30957344480193e-05,6309.57344480193
